title,gender,country,desc,category,imgURL,price,sale,operation
Футболка со слоган-принтом,Женский,Китай,"Футболка с блеском

- Круглый вырез горловины
- Без рукавов
- Комфортный фит
- Полотно в рубчик с блестящей накаткой

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
95% Полиэстер, 5% Эластан",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/929/686_950_cf26/36232750299.jpg,750,0,create
 Футболка с фотопринтом ,Женский,Вьетнам,"Футболка с блеском

- Круглый вырез горловины
- Без рукавов
- Комфортный фит
- Полотно в рубчик с блестящей накаткой

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
95% Полиэстер, 5% Эластан",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/87b/686_950_9e75/37450190299.jpg,399,0,create
 Базовая футболка в рубчик ,Женский,Вьетнам,"Футболка с блеском

- Круглый вырез горловины
- Без рукавов
- Комфортный фит
- Полотно в рубчик с блестящей накаткой

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
95% Полиэстер, 5% Эластан",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/383/686_950_671b/36233580299.jpg,899,15,create
Футболка с длинным рукавом,Женский,Вьетнам,"Футболка с блеском

- Круглый вырез горловины
- Без рукавов
- Комфортный фит
- Полотно в рубчик с блестящей накаткой

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
95% Полиэстер, 5% Эластан",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/7e4/686_950_30b6/37920050299.jpg,599,0,create
Футболка с текстовым принтом,Мужской,Вьетнам,"Футболка с текстовым принтом

- Короткие рукава
- Круглый вырез горловины
- Принт «наследие»

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Бангладеш
Состав
95% Хлопок, 5% Вискоза",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/738/686_950_7b65/39309300299.jpg,800,10,create
Футболка с «обманкой»,Мужской,Китай,"Футболка с текстовым принтом

- Короткие рукава
- Круглый вырез горловины
- Принт «наследие»

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Бангладеш
Состав
95% Хлопок, 5% Вискоза",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/c5c/686_950_5770/39310080299.jpg,950,0,create
Базовое поло,Мужской,Вьетнам,"Футболка с текстовым принтом

- Короткие рукава
- Круглый вырез горловины
- Принт «наследие»

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Бангладеш
Состав
95% Хлопок, 5% Вискоза",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/e83/686_950_19d3/39310970299.jpg,750,0,create
Футболка из френч-терри,Мужской,Вьетнам,"Футболка с текстовым принтом

- Короткие рукава
- Круглый вырез горловины
- Принт «наследие»

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Бангладеш
Состав
95% Хлопок, 5% Вискоза",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/9df/686_950_2cf8/39429730299.jpg,399,0,create
Футболка с принтом Mickey,Мужской,Китай,"Футболка с текстовым принтом

- Короткие рукава
- Круглый вырез горловины
- Принт «наследие»

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Бангладеш
Состав
95% Хлопок, 5% Вискоза",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/7be/686_950_4552/39400580299.jpg,899,0,create
Базовое поло с контрастными деталями,Мужской,Вьетнам,"Футболка с текстовым принтом

- Короткие рукава
- Круглый вырез горловины
- Принт «наследие»

Размер модели на фото: M (32/32)
Рост модели на фото: 189 см.
Параметры модели на фото:
грудь: 102
талия: 85
бёдра: 98

Страна производства: Бангладеш
Состав
95% Хлопок, 5% Вискоза",Футболки,https://img.ostin.com/upload/mdm/media_content/resize/b54/686_950_17b5/39427120299.jpg,599,10,create
Платье-рубашка из искусственной кожи,Женский,Вьетнам,"Платье-рубашка из искусственной кожи

- Платье-рубашка из искусственной кожи
- Платье выполнено из эко-кожи
- Классическая форма воротника
- Застёжка на пуговицы
- Прямой силуэт
- Длинные рукава
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
Верх: Искусственная кожа: Покрытие 100% полиуретан, Основа: 100% Полиэстер; Пояс: Искусственная кожа: Покрытие 100% полиуретан, основа:: 100% Полиэстер",Платья,https://img.ostin.com/upload/mdm/media_content/resize/723/686_950_0a56/39239140299.jpg,2599,0,create
Платье из искусственной кожи на запах,Женский,Россия,,Платья,https://img.ostin.com/upload/mdm/media_content/resize/674/686_950_0518/39233770299.jpg,2799,10,create
Принтованное платье из крепа,Женский,Россия,"Платье-рубашка из искусственной кожи

- Платье-рубашка из искусственной кожи
- Платье выполнено из эко-кожи
- Классическая форма воротника
- Застёжка на пуговицы
- Прямой силуэт
- Длинные рукава
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
Верх: Искусственная кожа: Покрытие 100% полиуретан, Основа: 100% Полиэстер; Пояс: Искусственная кожа: Покрытие 100% полиуретан, основа:: 100% Полиэстер",Платья,https://img.ostin.com/upload/mdm/media_content/resize/afd/686_950_1122/38713310299.jpg,3299,20,create
Вязаное платье,Женский,Россия,"Платье-рубашка из искусственной кожи

- Платье-рубашка из искусственной кожи
- Платье выполнено из эко-кожи
- Классическая форма воротника
- Застёжка на пуговицы
- Прямой силуэт
- Длинные рукава
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
Верх: Искусственная кожа: Покрытие 100% полиуретан, Основа: 100% Полиэстер; Пояс: Искусственная кожа: Покрытие 100% полиуретан, основа:: 100% Полиэстер",Платья,https://img.ostin.com/upload/mdm/media_content/resize/4af/686_950_7664/37436800299.jpg,4099,0,create
Вязаное платье на кулиске,Женский,Китай,"Платье-рубашка из искусственной кожи

- Платье-рубашка из искусственной кожи
- Платье выполнено из эко-кожи
- Классическая форма воротника
- Застёжка на пуговицы
- Прямой силуэт
- Длинные рукава
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
Верх: Искусственная кожа: Покрытие 100% полиуретан, Основа: 100% Полиэстер; Пояс: Искусственная кожа: Покрытие 100% полиуретан, основа:: 100% Полиэстер",Платья,https://img.ostin.com/upload/mdm/media_content/resize/e57/686_950_997d/37920770299.jpg,1800,0,create
 Платье миди с капюшоном,Женский,Китай,"Платье-рубашка из искусственной кожи

- Платье-рубашка из искусственной кожи
- Платье выполнено из эко-кожи
- Классическая форма воротника
- Застёжка на пуговицы
- Прямой силуэт
- Длинные рукава
- Fit: Regular

Размер модели на фото: S (26/32)
Рост модели на фото: 176 см.
Параметры модели на фото:
грудь: 83
талия: 63
бёдра: 92

Страна производства: Китай
Состав
Верх: Искусственная кожа: Покрытие 100% полиуретан, Основа: 100% Полиэстер; Пояс: Искусственная кожа: Покрытие 100% полиуретан, основа:: 100% Полиэстер",Платья,https://img.ostin.com/upload/mdm/media_content/resize/e7e/686_950_9485/36760420299.jpg,2300,0,create
Юбка в клетку с добавлением шерсти,Женский,Вьетнам,"Юбка в клетку с добавлением шерсти

- Юбка из ткани с добавлением шерсти
- Юбка А-силуэта
- Высокая линия талии
- Боковые карманы
- Средняя длина
- Планка с пуговицами
- Длина юбки спереди по центру, включая пояс, 72,5 см (для размера М)

Размер модели на фото: S (26/32)
Рост модели на фото: 180 см
Параметры модели на фото:
грудь: 84
талия: 61
бёдра: 91

Страна производства: Китай
Состав
Верх: 72% Полиэстер, 17% Шерсть, 8% Вискоза, 3% Эластан; Подкладка: 100% Полиэстер",Юбки,https://img.ostin.com/upload/mdm/media_content/resize/257/686_950_7743/37435470299.jpg,2999,0,create
Вязаная юбка ,Женский,Вьетнам,"Юбка в клетку с добавлением шерсти

- Юбка из ткани с добавлением шерсти
- Юбка А-силуэта
- Высокая линия талии
- Боковые карманы
- Средняя длина
- Планка с пуговицами
- Длина юбки спереди по центру, включая пояс, 72,5 см (для размера М)

Размер модели на фото: S (26/32)
Рост модели на фото: 180 см
Параметры модели на фото:
грудь: 84
талия: 61
бёдра: 91

Страна производства: Китай
Состав
Верх: 72% Полиэстер, 17% Шерсть, 8% Вискоза, 3% Эластан; Подкладка: 100% Полиэстер",Юбки,https://img.ostin.com/upload/mdm/media_content/resize/361/686_950_fc4b/36084350299.jpg,1999,10,create
Кожаная юбка с накладными карманами,Женский,Вьетнам,"Юбка в клетку с добавлением шерсти

- Юбка из ткани с добавлением шерсти
- Юбка А-силуэта
- Высокая линия талии
- Боковые карманы
- Средняя длина
- Планка с пуговицами
- Длина юбки спереди по центру, включая пояс, 72,5 см (для размера М)

Размер модели на фото: S (26/32)
Рост модели на фото: 180 см
Параметры модели на фото:
грудь: 84
талия: 61
бёдра: 91

Страна производства: Китай
Состав
Верх: 72% Полиэстер, 17% Шерсть, 8% Вискоза, 3% Эластан; Подкладка: 100% Полиэстер",Юбки,https://img.ostin.com/upload/mdm/media_content/resize/0a7/686_950_5367/36083730299.jpg,2399,0,create
Трикотажная юбка-карандаш,Женский,Китай,"Юбка в клетку с добавлением шерсти

- Юбка из ткани с добавлением шерсти
- Юбка А-силуэта
- Высокая линия талии
- Боковые карманы
- Средняя длина
- Планка с пуговицами
- Длина юбки спереди по центру, включая пояс, 72,5 см (для размера М)

Размер модели на фото: S (26/32)
Рост модели на фото: 180 см
Параметры модели на фото:
грудь: 84
талия: 61
бёдра: 91

Страна производства: Китай
Состав
Верх: 72% Полиэстер, 17% Шерсть, 8% Вискоза, 3% Эластан; Подкладка: 100% Полиэстер",Юбки,https://img.ostin.com/upload/mdm/media_content/resize/300/686_950_9dfc/35513460299.jpg,3799,0,create
Поливискозная юбка А-силуэта,Женский,Китай,"Юбка в клетку с добавлением шерсти

- Юбка из ткани с добавлением шерсти
- Юбка А-силуэта
- Высокая линия талии
- Боковые карманы
- Средняя длина
- Планка с пуговицами
- Длина юбки спереди по центру, включая пояс, 72,5 см (для размера М)

Размер модели на фото: S (26/32)
Рост модели на фото: 180 см
Параметры модели на фото:
грудь: 84
талия: 61
бёдра: 91

Страна производства: Китай
Состав
Верх: 72% Полиэстер, 17% Шерсть, 8% Вискоза, 3% Эластан; Подкладка: 100% Полиэстер",Юбки,https://img.ostin.com/upload/mdm/media_content/resize/da5/686_950_8968/35399960299.jpg,2599,20,create
Плиссированная юбка,Женский,Китай,"Юбка в клетку с добавлением шерсти

- Юбка из ткани с добавлением шерсти
- Юбка А-силуэта
- Высокая линия талии
- Боковые карманы
- Средняя длина
- Планка с пуговицами
- Длина юбки спереди по центру, включая пояс, 72,5 см (для размера М)

Размер модели на фото: S (26/32)
Рост модели на фото: 180 см
Параметры модели на фото:
грудь: 84
талия: 61
бёдра: 91

Страна производства: Китай
Состав
Верх: 72% Полиэстер, 17% Шерсть, 8% Вискоза, 3% Эластан; Подкладка: 100% Полиэстер",Юбки,https://img.ostin.com/upload/mdm/media_content/resize/a33/686_950_babb/35327800299.jpg,3299,0,create
Базовая толстовка,Женский,Россия,"Базовая толстовка

- Толстовка выполнена из мягкого трикотажа French Terry
- Круглый вырез горловины
- Длинные рукава
- Спущенные плечи
- Полотно в камуфляж и однотонное
- Манжеты и низ заканчиваются резинками
- Свободный силуэт
- Fit: Oversize

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Бангладеш
Состав
60% Хлопок, 40% Полиэстер",Толстовки,https://img.ostin.com/upload/mdm/media_content/resize/9ef/686_950_996d/38551950299.jpg,2999,0,create
 Толстовка-худи с мехом L,Женский,Россия,"Базовая толстовка

- Толстовка выполнена из мягкого трикотажа French Terry
- Круглый вырез горловины
- Длинные рукава
- Спущенные плечи
- Полотно в камуфляж и однотонное
- Манжеты и низ заканчиваются резинками
- Свободный силуэт
- Fit: Oversize

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Бангладеш
Состав
60% Хлопок, 40% Полиэстер",Толстовки,https://img.ostin.com/upload/mdm/media_content/resize/f52/686_950_724b/36760360299.jpg,5999,0,create
Толстовка с аппликацией,Женский,Китай,"Базовая толстовка

- Толстовка выполнена из мягкого трикотажа French Terry
- Круглый вырез горловины
- Длинные рукава
- Спущенные плечи
- Полотно в камуфляж и однотонное
- Манжеты и низ заканчиваются резинками
- Свободный силуэт
- Fit: Oversize

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Бангладеш
Состав
60% Хлопок, 40% Полиэстер",Толстовки,https://img.ostin.com/upload/mdm/media_content/resize/dbf/686_950_f0d0/38108390299.jpg,4999,0,create
Удлинённый свитшот с капюшоном,Женский,Китай,"Базовая толстовка

- Толстовка выполнена из мягкого трикотажа French Terry
- Круглый вырез горловины
- Длинные рукава
- Спущенные плечи
- Полотно в камуфляж и однотонное
- Манжеты и низ заканчиваются резинками
- Свободный силуэт
- Fit: Oversize

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Бангладеш
Состав
60% Хлопок, 40% Полиэстер",Толстовки,https://img.ostin.com/upload/mdm/media_content/resize/550/686_950_ac31/36186930299.jpg,3999,10,create
Толстовка с капюшоном и фотопринтом,Женский,Вьетнам,"Базовая толстовка

- Толстовка выполнена из мягкого трикотажа French Terry
- Круглый вырез горловины
- Длинные рукава
- Спущенные плечи
- Полотно в камуфляж и однотонное
- Манжеты и низ заканчиваются резинками
- Свободный силуэт
- Fit: Oversize

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Бангладеш
Состав
60% Хлопок, 40% Полиэстер",Толстовки,https://img.ostin.com/upload/mdm/media_content/resize/255/686_950_5823/36187040299.jpg,1899,0,create
Толстовка из меха Teddy,Женский,Вьетнам,"Базовая толстовка

- Толстовка выполнена из мягкого трикотажа French Terry
- Круглый вырез горловины
- Длинные рукава
- Спущенные плечи
- Полотно в камуфляж и однотонное
- Манжеты и низ заканчиваются резинками
- Свободный силуэт
- Fit: Oversize

Размер модели на фото: S (26/32)
Рост модели на фото: 173 см.
Параметры модели на фото:
грудь: 78
талия: 60
бёдра: 87

Страна производства: Бангладеш
Состав
60% Хлопок, 40% Полиэстер",Толстовки,https://img.ostin.com/upload/mdm/media_content/resize/223/686_950_01fd/37417040299.jpg,2799,0,create
